aUsers,aSet,aType,a1_Assign,a1_Opt12,a2_Compare,a2_EU,a2_CompareAnswers,a3_Estimate,a3_Answers1,a3_Answers2,a3_Answers3,a3_Answers4,a3_Answers5,a3_Answers6
316,53,HeatMapContinuous,65/16/23/45/19/13,Opt1/Opt1/Opt2/Opt1/Opt2/Opt2,28/39/51/78/83/53,U/U/U/E/U/E,min/min/max/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
317,53,IPPDiscrete,65/16/23/45/19/13,Opt1/Opt1/Opt2/Opt1/Opt2/Opt2,28/39/51/78/83/53,U/U/U/E/U/E,min/min/max/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
318,53,IPPContinuous,65/16/23/45/19/13,Opt1/Opt1/Opt2/Opt1/Opt2/Opt2,28/39/51/78/83/53,U/U/U/E/U/E,min/min/max/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
319,54,ScatterPlot,25/57/11/67/30/68,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,6/79/50/61/35/60,U/U/U/U/E/U,max/max/max/max/max/max,55/21/19/79/33/83,14/72/81/27/50/55,4/72/3/27/21/40,15/4/19/3/34/24,79/22/43/27/72/10,82/14/72/33/34/19,4/83/14/27/54/40
320,54,ScatterPlotColored,25/57/11/67/30/68,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,6/79/50/61/35/60,U/U/U/U/E/U,max/max/max/max/max/max,55/21/19/79/33/83,14/72/81/27/50/55,4/72/3/27/21/40,15/4/19/3/34/24,79/22/43/27/72/10,82/14/72/33/34/19,4/83/14/27/54/40
321,54,HeatMapDiscrete,25/57/11/67/30/68,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,6/79/50/61/35/60,U/U/U/U/E/U,max/max/max/max/max/max,55/21/19/79/33/83,14/72/81/27/50/55,4/72/3/27/21/40,15/4/19/3/34/24,79/22/43/27/72/10,82/14/72/33/34/19,4/83/14/27/54/40
322,54,HeatMapContinuous,25/57/11/67/30/68,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,6/79/50/61/35/60,U/U/U/U/E/U,max/max/max/max/max/max,55/21/19/79/33/83,14/72/81/27/50/55,4/72/3/27/21/40,15/4/19/3/34/24,79/22/43/27/72/10,82/14/72/33/34/19,4/83/14/27/54/40
323,54,IPPDiscrete,25/57/11/67/30/68,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,6/79/50/61/35/60,U/U/U/U/E/U,max/max/max/max/max/max,55/21/19/79/33/83,14/72/81/27/50/55,4/72/3/27/21/40,15/4/19/3/34/24,79/22/43/27/72/10,82/14/72/33/34/19,4/83/14/27/54/40
324,54,IPPContinuous,25/57/11/67/30/68,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,6/79/50/61/35/60,U/U/U/U/E/U,max/max/max/max/max/max,55/21/19/79/33/83,14/72/81/27/50/55,4/72/3/27/21/40,15/4/19/3/34/24,79/22/43/27/72/10,82/14/72/33/34/19,4/83/14/27/54/40
325,55,ScatterPlot,20/19/38/23/48/80,Opt2/Opt1/Opt2/Opt1/Opt2/Opt1,32/1/33/49/71/29,U/E/U/E/U/U,max/max/max/max/max/min,61/13/58/2/64/7,27/54/61/50/6/44,29/66/59/46/13/54,19/73/57/58/71/26,2/50/14/54/82/28,24/11/27/78/64/14,24/7/14/15/55/82
326,55,ScatterPlotColored,20/19/38/23/48/80,Opt2/Opt1/Opt2/Opt1/Opt2/Opt1,32/1/33/49/71/29,U/E/U/E/U/U,max/max/max/max/max/min,61/13/58/2/64/7,27/54/61/50/6/44,29/66/59/46/13/54,19/73/57/58/71/26,2/50/14/54/82/28,24/11/27/78/64/14,24/7/14/15/55/82
327,55,HeatMapDiscrete,20/19/38/23/48/80,Opt2/Opt1/Opt2/Opt1/Opt2/Opt1,32/1/33/49/71/29,U/E/U/E/U/U,max/max/max/max/max/min,61/13/58/2/64/7,27/54/61/50/6/44,29/66/59/46/13/54,19/73/57/58/71/26,2/50/14/54/82/28,24/11/27/78/64/14,24/7/14/15/55/82
328,55,HeatMapContinuous,20/19/38/23/48/80,Opt2/Opt1/Opt2/Opt1/Opt2/Opt1,32/1/33/49/71/29,U/E/U/E/U/U,max/max/max/max/max/min,61/13/58/2/64/7,27/54/61/50/6/44,29/66/59/46/13/54,19/73/57/58/71/26,2/50/14/54/82/28,24/11/27/78/64/14,24/7/14/15/55/82
329,55,IPPDiscrete,20/19/38/23/48/80,Opt2/Opt1/Opt2/Opt1/Opt2/Opt1,32/1/33/49/71/29,U/E/U/E/U/U,max/max/max/max/max/min,61/13/58/2/64/7,27/54/61/50/6/44,29/66/59/46/13/54,19/73/57/58/71/26,2/50/14/54/82/28,24/11/27/78/64/14,24/7/14/15/55/82
330,55,IPPContinuous,20/19/38/23/48/80,Opt2/Opt1/Opt2/Opt1/Opt2/Opt1,32/1/33/49/71/29,U/E/U/E/U/U,max/max/max/max/max/min,61/13/58/2/64/7,27/54/61/50/6/44,29/66/59/46/13/54,19/73/57/58/71/26,2/50/14/54/82/28,24/11/27/78/64/14,24/7/14/15/55/82
331,56,ScatterPlot,32/1/33/49/71/29,Opt2/Opt1/Opt2/Opt2/Opt2/Opt2,20/19/38/23/48/80,E/E/E/E/E/U,min/max/min/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
332,56,ScatterPlotColored,32/1/33/49/71/29,Opt2/Opt1/Opt2/Opt2/Opt2/Opt2,20/19/38/23/48/80,E/E/E/E/E/U,min/max/min/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
333,56,HeatMapDiscrete,32/1/33/49/71/29,Opt2/Opt1/Opt2/Opt2/Opt2/Opt2,20/19/38/23/48/80,E/E/E/E/E/U,min/max/min/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
334,56,HeatMapContinuous,32/1/33/49/71/29,Opt2/Opt1/Opt2/Opt2/Opt2/Opt2,20/19/38/23/48/80,E/E/E/E/E/U,min/max/min/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
335,56,IPPDiscrete,32/1/33/49/71/29,Opt2/Opt1/Opt2/Opt2/Opt2/Opt2,20/19/38/23/48/80,E/E/E/E/E/U,min/max/min/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
336,56,IPPContinuous,32/1/33/49/71/29,Opt2/Opt1/Opt2/Opt2/Opt2/Opt2,20/19/38/23/48/80,E/E/E/E/E/U,min/max/min/min/min/max,78/14/80/73/43/48,14/18/24/80/78/27,8/14/27/43/4/23,78/38/80/27/41/69,73/8/43/63/19/3,75/19/62/43/1/80,16/49/50/67/48/57
337,57,ScatterPlot,6/79/50/61/35/60,Opt2/Opt1/Opt2/Opt2/Opt2/Opt1,25/57/11/67/30/68,U/U/U/E/U/U,max/min/min/min/min/min,17/31/24/82/14/12,26/4/45/14/2/17,84/14/27/60/31/40,22/24/54/60/7/4,45/27/72/82/17/81,14/40/19/85/70/6,73/44/27/7/12/54
338,57,ScatterPlotColored,6/79/50/61/35/60,Opt2/Opt1/Opt2/Opt2/Opt2/Opt1,25/57/11/67/30/68,U/U/U/E/U/U,max/min/min/min/min/min,17/31/24/82/14/12,26/4/45/14/2/17,84/14/27/60/31/40,22/24/54/60/7/4,45/27/72/82/17/81,14/40/19/85/70/6,73/44/27/7/12/54
339,57,HeatMapDiscrete,6/79/50/61/35/60,Opt2/Opt1/Opt2/Opt2/Opt2/Opt1,25/57/11/67/30/68,U/U/U/E/U/U,max/min/min/min/min/min,17/31/24/82/14/12,26/4/45/14/2/17,84/14/27/60/31/40,22/24/54/60/7/4,45/27/72/82/17/81,14/40/19/85/70/6,73/44/27/7/12/54
340,57,HeatMapContinuous,6/79/50/61/35/60,Opt2/Opt1/Opt2/Opt2/Opt2/Opt1,25/57/11/67/30/68,U/U/U/E/U/U,max/min/min/min/min/min,17/31/24/82/14/12,26/4/45/14/2/17,84/14/27/60/31/40,22/24/54/60/7/4,45/27/72/82/17/81,14/40/19/85/70/6,73/44/27/7/12/54
341,57,IPPDiscrete,6/79/50/61/35/60,Opt2/Opt1/Opt2/Opt2/Opt2/Opt1,25/57/11/67/30/68,U/U/U/E/U/U,max/min/min/min/min/min,17/31/24/82/14/12,26/4/45/14/2/17,84/14/27/60/31/40,22/24/54/60/7/4,45/27/72/82/17/81,14/40/19/85/70/6,73/44/27/7/12/54
342,57,IPPContinuous,6/79/50/61/35/60,Opt2/Opt1/Opt2/Opt2/Opt2/Opt1,25/57/11/67/30/68,U/U/U/E/U/U,max/min/min/min/min/min,17/31/24/82/14/12,26/4/45/14/2/17,84/14/27/60/31/40,22/24/54/60/7/4,45/27/72/82/17/81,14/40/19/85/70/6,73/44/27/7/12/54
343,58,ScatterPlot,28/39/51/78/83/53,Opt2/Opt2/Opt2/Opt2/Opt2/Opt2,65/16/23/45/19/13,U/U/U/U/U/E,max/max/max/max/max/min,55/50/62/21/56/64,14/72/81/27/50/55,69/78/50/40/54/48,6/62/85/22/27/14,4/72/3/27/21/40,69/3/6/56/54/27,64/78/11/81/17/40
344,58,ScatterPlotColored,28/39/51/78/83/53,Opt2/Opt2/Opt2/Opt2/Opt2/Opt2,65/16/23/45/19/13,U/U/U/U/U/E,max/max/max/max/max/min,55/50/62/21/56/64,14/72/81/27/50/55,69/78/50/40/54/48,6/62/85/22/27/14,4/72/3/27/21/40,69/3/6/56/54/27,64/78/11/81/17/40
345,58,HeatMapDiscrete,28/39/51/78/83/53,Opt2/Opt2/Opt2/Opt2/Opt2/Opt2,65/16/23/45/19/13,U/U/U/U/U/E,max/max/max/max/max/min,55/50/62/21/56/64,14/72/81/27/50/55,69/78/50/40/54/48,6/62/85/22/27/14,4/72/3/27/21/40,69/3/6/56/54/27,64/78/11/81/17/40
346,58,HeatMapContinuous,28/39/51/78/83/53,Opt2/Opt2/Opt2/Opt2/Opt2/Opt2,65/16/23/45/19/13,U/U/U/U/U/E,max/max/max/max/max/min,55/50/62/21/56/64,14/72/81/27/50/55,69/78/50/40/54/48,6/62/85/22/27/14,4/72/3/27/21/40,69/3/6/56/54/27,64/78/11/81/17/40
347,58,IPPDiscrete,28/39/51/78/83/53,Opt2/Opt2/Opt2/Opt2/Opt2/Opt2,65/16/23/45/19/13,U/U/U/U/U/E,max/max/max/max/max/min,55/50/62/21/56/64,14/72/81/27/50/55,69/78/50/40/54/48,6/62/85/22/27/14,4/72/3/27/21/40,69/3/6/56/54/27,64/78/11/81/17/40
348,58,IPPContinuous,28/39/51/78/83/53,Opt2/Opt2/Opt2/Opt2/Opt2/Opt2,65/16/23/45/19/13,U/U/U/U/U/E,max/max/max/max/max/min,55/50/62/21/56/64,14/72/81/27/50/55,69/78/50/40/54/48,6/62/85/22/27/14,4/72/3/27/21/40,69/3/6/56/54/27,64/78/11/81/17/40
349,59,ScatterPlot,42/70/69/55/51/83,Opt2/Opt2/Opt2/Opt2/Opt1/Opt1,75/71/35/7/84/8,E/E/U/U/U/E,max/max/min/max/max/max,47/41/53/73/77/60,63/40/47/4/48/3,28/26/13/41/63/6,11/54/34/44/27/53,73/14/39/6/19/24,79/63/54/46/77/27,27/6/60/17/25/79
350,59,ScatterPlotColored,42/70/69/55/51/83,Opt2/Opt2/Opt2/Opt2/Opt1/Opt1,75/71/35/7/84/8,E/E/U/U/U/E,max/max/min/max/max/max,47/41/53/73/77/60,63/40/47/4/48/3,28/26/13/41/63/6,11/54/34/44/27/53,73/14/39/6/19/24,79/63/54/46/77/27,27/6/60/17/25/79
351,59,HeatMapDiscrete,42/70/69/55/51/83,Opt2/Opt2/Opt2/Opt2/Opt1/Opt1,75/71/35/7/84/8,E/E/U/U/U/E,max/max/min/max/max/max,47/41/53/73/77/60,63/40/47/4/48/3,28/26/13/41/63/6,11/54/34/44/27/53,73/14/39/6/19/24,79/63/54/46/77/27,27/6/60/17/25/79
352,59,HeatMapContinuous,42/70/69/55/51/83,Opt2/Opt2/Opt2/Opt2/Opt1/Opt1,75/71/35/7/84/8,E/E/U/U/U/E,max/max/min/max/max/max,47/41/53/73/77/60,63/40/47/4/48/3,28/26/13/41/63/6,11/54/34/44/27/53,73/14/39/6/19/24,79/63/54/46/77/27,27/6/60/17/25/79
353,59,IPPDiscrete,42/70/69/55/51/83,Opt2/Opt2/Opt2/Opt2/Opt1/Opt1,75/71/35/7/84/8,E/E/U/U/U/E,max/max/min/max/max/max,47/41/53/73/77/60,63/40/47/4/48/3,28/26/13/41/63/6,11/54/34/44/27/53,73/14/39/6/19/24,79/63/54/46/77/27,27/6/60/17/25/79
354,59,IPPContinuous,42/70/69/55/51/83,Opt2/Opt2/Opt2/Opt2/Opt1/Opt1,75/71/35/7/84/8,E/E/U/U/U/E,max/max/min/max/max/max,47/41/53/73/77/60,63/40/47/4/48/3,28/26/13/41/63/6,11/54/34/44/27/53,73/14/39/6/19/24,79/63/54/46/77/27,27/6/60/17/25/79
355,60,ScatterPlot,84/72/69/36/76/47,Opt2/Opt2/Opt1/Opt2/Opt1/Opt1,65/3/59/74/58/15,U/E/E/U/U/U,max/min/max/min/max/max,67/11/25/57/30/68,6/50/72/27/67/40,32/82/11/76/70/10,40/54/17/60/34/25,85/82/74/27/57/39,3/30/72/6/78/27,68/14/34/50/15/27
356,60,ScatterPlotColored,84/72/69/36/76/47,Opt2/Opt2/Opt1/Opt2/Opt1/Opt1,65/3/59/74/58/15,U/E/E/U/U/U,max/min/max/min/max/max,67/11/25/57/30/68,6/50/72/27/67/40,32/82/11/76/70/10,40/54/17/60/34/25,85/82/74/27/57/39,3/30/72/6/78/27,68/14/34/50/15/27
357,60,HeatMapDiscrete,84/72/69/36/76/47,Opt2/Opt2/Opt1/Opt2/Opt1/Opt1,65/3/59/74/58/15,U/E/E/U/U/U,max/min/max/min/max/max,67/11/25/57/30/68,6/50/72/27/67/40,32/82/11/76/70/10,40/54/17/60/34/25,85/82/74/27/57/39,3/30/72/6/78/27,68/14/34/50/15/27
358,60,HeatMapContinuous,84/72/69/36/76/47,Opt2/Opt2/Opt1/Opt2/Opt1/Opt1,65/3/59/74/58/15,U/E/E/U/U/U,max/min/max/min/max/max,67/11/25/57/30/68,6/50/72/27/67/40,32/82/11/76/70/10,40/54/17/60/34/25,85/82/74/27/57/39,3/30/72/6/78/27,68/14/34/50/15/27
359,60,IPPDiscrete,84/72/69/36/76/47,Opt2/Opt2/Opt1/Opt2/Opt1/Opt1,65/3/59/74/58/15,U/E/E/U/U/U,max/min/max/min/max/max,67/11/25/57/30/68,6/50/72/27/67/40,32/82/11/76/70/10,40/54/17/60/34/25,85/82/74/27/57/39,3/30/72/6/78/27,68/14/34/50/15/27
360,60,IPPContinuous,84/72/69/36/76/47,Opt2/Opt2/Opt1/Opt2/Opt1/Opt1,65/3/59/74/58/15,U/E/E/U/U/U,max/min/max/min/max/max,67/11/25/57/30/68,6/50/72/27/67/40,32/82/11/76/70/10,40/54/17/60/34/25,85/82/74/27/57/39,3/30/72/6/78/27,68/14/34/50/15/27
361,61,ScatterPlot,65/81/51/82/64/48,Opt2/Opt1/Opt1/Opt1/Opt1/Opt1,17/27/77/56/12/31,E/U/E/U/U/E,max/max/min/min/min/min,37/84/68/17/53/46,3/79/54/4/40/37,27/84/14/79/46/15,68/54/11/31/6/27,1/40/48/17/72/79,39/63/82/53/40/80,7/84/46/66/71/11
362,61,ScatterPlotColored,65/81/51/82/64/48,Opt2/Opt1/Opt1/Opt1/Opt1/Opt1,17/27/77/56/12/31,E/U/E/U/U/E,max/max/min/min/min/min,37/84/68/17/53/46,3/79/54/4/40/37,27/84/14/79/46/15,68/54/11/31/6/27,1/40/48/17/72/79,39/63/82/53/40/80,7/84/46/66/71/11
363,61,HeatMapDiscrete,65/81/51/82/64/48,Opt2/Opt1/Opt1/Opt1/Opt1/Opt1,17/27/77/56/12/31,E/U/E/U/U/E,max/max/min/min/min/min,37/84/68/17/53/46,3/79/54/4/40/37,27/84/14/79/46/15,68/54/11/31/6/27,1/40/48/17/72/79,39/63/82/53/40/80,7/84/46/66/71/11
364,61,HeatMapContinuous,65/81/51/82/64/48,Opt2/Opt1/Opt1/Opt1/Opt1/Opt1,17/27/77/56/12/31,E/U/E/U/U/E,max/max/min/min/min/min,37/84/68/17/53/46,3/79/54/4/40/37,27/84/14/79/46/15,68/54/11/31/6/27,1/40/48/17/72/79,39/63/82/53/40/80,7/84/46/66/71/11
365,61,IPPDiscrete,65/81/51/82/64/48,Opt2/Opt1/Opt1/Opt1/Opt1/Opt1,17/27/77/56/12/31,E/U/E/U/U/E,max/max/min/min/min/min,37/84/68/17/53/46,3/79/54/4/40/37,27/84/14/79/46/15,68/54/11/31/6/27,1/40/48/17/72/79,39/63/82/53/40/80,7/84/46/66/71/11
366,61,IPPContinuous,65/81/51/82/64/48,Opt2/Opt1/Opt1/Opt1/Opt1/Opt1,17/27/77/56/12/31,E/U/E/U/U/E,max/max/min/min/min/min,37/84/68/17/53/46,3/79/54/4/40/37,27/84/14/79/46/15,68/54/11/31/6/27,1/40/48/17/72/79,39/63/82/53/40/80,7/84/46/66/71/11
367,62,ScatterPlot,14/43/15/45/31/4,Opt1/Opt1/Opt2/Opt2/Opt1/Opt1,55/64/62/50/56/21,U/E/U/U/E/U,min/max/max/max/max/max,32/10/9/16/51/1,70/63/32/27/55/3,10/70/14/24/3/64,57/70/27/13/9/14,4/27/34/16/54/82,40/4/14/34/51/27,3/1/14/69/27/54
368,62,ScatterPlotColored,14/43/15/45/31/4,Opt1/Opt1/Opt2/Opt2/Opt1/Opt1,55/64/62/50/56/21,U/E/U/U/E/U,min/max/max/max/max/max,32/10/9/16/51/1,70/63/32/27/55/3,10/70/14/24/3/64,57/70/27/13/9/14,4/27/34/16/54/82,40/4/14/34/51/27,3/1/14/69/27/54
369,62,HeatMapDiscrete,14/43/15/45/31/4,Opt1/Opt1/Opt2/Opt2/Opt1/Opt1,55/64/62/50/56/21,U/E/U/U/E/U,min/max/max/max/max/max,32/10/9/16/51/1,70/63/32/27/55/3,10/70/14/24/3/64,57/70/27/13/9/14,4/27/34/16/54/82,40/4/14/34/51/27,3/1/14/69/27/54
370,62,HeatMapContinuous,14/43/15/45/31/4,Opt1/Opt1/Opt2/Opt2/Opt1/Opt1,55/64/62/50/56/21,U/E/U/U/E/U,min/max/max/max/max/max,32/10/9/16/51/1,70/63/32/27/55/3,10/70/14/24/3/64,57/70/27/13/9/14,4/27/34/16/54/82,40/4/14/34/51/27,3/1/14/69/27/54
371,62,IPPDiscrete,14/43/15/45/31/4,Opt1/Opt1/Opt2/Opt2/Opt1/Opt1,55/64/62/50/56/21,U/E/U/U/E/U,min/max/max/max/max/max,32/10/9/16/51/1,70/63/32/27/55/3,10/70/14/24/3/64,57/70/27/13/9/14,4/27/34/16/54/82,40/4/14/34/51/27,3/1/14/69/27/54
372,62,IPPContinuous,14/43/15/45/31/4,Opt1/Opt1/Opt2/Opt2/Opt1/Opt1,55/64/62/50/56/21,U/E/U/U/E/U,min/max/max/max/max/max,32/10/9/16/51/1,70/63/32/27/55/3,10/70/14/24/3/64,57/70/27/13/9/14,4/27/34/16/54/82,40/4/14/34/51/27,3/1/14/69/27/54
373,63,ScatterPlot,82/52/15/47/81/70,Opt2/Opt1/Opt1/Opt2/Opt2/Opt1,6/79/50/61/35/60,U/E/E/U/U/E,max/max/min/max/min/max,31/43/4/14/15/45,34/27/76/31/3/54,25/37/6/19/43/4,4/64/51/11/45/26,40/14/41/39/4/85,4/9/11/15/26/46,17/6/14/24/54/45
374,63,ScatterPlotColored,82/52/15/47/81/70,Opt2/Opt1/Opt1/Opt2/Opt2/Opt1,6/79/50/61/35/60,U/E/E/U/U/E,max/max/min/max/min/max,31/43/4/14/15/45,34/27/76/31/3/54,25/37/6/19/43/4,4/64/51/11/45/26,40/14/41/39/4/85,4/9/11/15/26/46,17/6/14/24/54/45
375,63,HeatMapDiscrete,82/52/15/47/81/70,Opt2/Opt1/Opt1/Opt2/Opt2/Opt1,6/79/50/61/35/60,U/E/E/U/U/E,max/max/min/max/min/max,31/43/4/14/15/45,34/27/76/31/3/54,25/37/6/19/43/4,4/64/51/11/45/26,40/14/41/39/4/85,4/9/11/15/26/46,17/6/14/24/54/45
376,63,HeatMapContinuous,82/52/15/47/81/70,Opt2/Opt1/Opt1/Opt2/Opt2/Opt1,6/79/50/61/35/60,U/E/E/U/U/E,max/max/min/max/min/max,31/43/4/14/15/45,34/27/76/31/3/54,25/37/6/19/43/4,4/64/51/11/45/26,40/14/41/39/4/85,4/9/11/15/26/46,17/6/14/24/54/45
377,63,IPPDiscrete,82/52/15/47/81/70,Opt2/Opt1/Opt1/Opt2/Opt2/Opt1,6/79/50/61/35/60,U/E/E/U/U/E,max/max/min/max/min/max,31/43/4/14/15/45,34/27/76/31/3/54,25/37/6/19/43/4,4/64/51/11/45/26,40/14/41/39/4/85,4/9/11/15/26/46,17/6/14/24/54/45
378,63,IPPContinuous,82/52/15/47/81/70,Opt2/Opt1/Opt1/Opt2/Opt2/Opt1,6/79/50/61/35/60,U/E/E/U/U/E,max/max/min/max/min/max,31/43/4/14/15/45,34/27/76/31/3/54,25/37/6/19/43/4,4/64/51/11/45/26,40/14/41/39/4/85,4/9/11/15/26/46,17/6/14/24/54/45
379,64,ScatterPlot,80/78/73/48/14/43,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,28/39/51/78/83/53,U/U/E/U/E/U,min/min/max/max/min/max,59/65/15/3/74/58,24/54/19/59/34/65,65/4/51/72/27/6,63/41/78/15/27/46,45/3/29/34/53/15,74/3/6/11/69/40,26/54/40/63/58/18
380,64,ScatterPlotColored,80/78/73/48/14/43,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,28/39/51/78/83/53,U/U/E/U/E/U,min/min/max/max/min/max,59/65/15/3/74/58,24/54/19/59/34/65,65/4/51/72/27/6,63/41/78/15/27/46,45/3/29/34/53/15,74/3/6/11/69/40,26/54/40/63/58/18
381,64,HeatMapDiscrete,80/78/73/48/14/43,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,28/39/51/78/83/53,U/U/E/U/E/U,min/min/max/max/min/max,59/65/15/3/74/58,24/54/19/59/34/65,65/4/51/72/27/6,63/41/78/15/27/46,45/3/29/34/53/15,74/3/6/11/69/40,26/54/40/63/58/18
382,64,HeatMapContinuous,80/78/73/48/14/43,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,28/39/51/78/83/53,U/U/E/U/E/U,min/min/max/max/min/max,59/65/15/3/74/58,24/54/19/59/34/65,65/4/51/72/27/6,63/41/78/15/27/46,45/3/29/34/53/15,74/3/6/11/69/40,26/54/40/63/58/18
383,64,IPPDiscrete,80/78/73/48/14/43,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,28/39/51/78/83/53,U/U/E/U/E/U,min/min/max/max/min/max,59/65/15/3/74/58,24/54/19/59/34/65,65/4/51/72/27/6,63/41/78/15/27/46,45/3/29/34/53/15,74/3/6/11/69/40,26/54/40/63/58/18
384,64,IPPContinuous,80/78/73/48/14/43,Opt2/Opt1/Opt1/Opt2/Opt2/Opt2,28/39/51/78/83/53,U/U/E/U/E/U,min/min/max/max/min/max,59/65/15/3/74/58,24/54/19/59/34/65,65/4/51/72/27/6,63/41/78/15/27/46,45/3/29/34/53/15,74/3/6/11/69/40,26/54/40/63/58/18
385,65,ScatterPlot,20/57/46/11/67/34,Opt1/Opt2/Opt2/Opt2/Opt1/Opt1,3/11/74/8/46/15,U/E/U/U/E/E,max/max/min/min/max/max,35/79/60/50/6/61,82/40/14/50/45/35,42/61/84/40/79/46,43/60/73/81/80/7,50/41/70/85/54/76,71/7/40/6/62/79,63/4/61/27/54/11
386,65,ScatterPlotColored,20/57/46/11/67/34,Opt1/Opt2/Opt2/Opt2/Opt1/Opt1,3/11/74/8/46/15,U/E/U/U/E/E,max/max/min/min/max/max,35/79/60/50/6/61,82/40/14/50/45/35,42/61/84/40/79/46,43/60/73/81/80/7,50/41/70/85/54/76,71/7/40/6/62/79,63/4/61/27/54/11
387,65,HeatMapDiscrete,20/57/46/11/67/34,Opt1/Opt2/Opt2/Opt2/Opt1/Opt1,3/11/74/8/46/15,U/E/U/U/E/E,max/max/min/min/max/max,35/79/60/50/6/61,82/40/14/50/45/35,42/61/84/40/79/46,43/60/73/81/80/7,50/41/70/85/54/76,71/7/40/6/62/79,63/4/61/27/54/11
388,65,HeatMapContinuous,20/57/46/11/67/34,Opt1/Opt2/Opt2/Opt2/Opt1/Opt1,3/11/74/8/46/15,U/E/U/U/E/E,max/max/min/min/max/max,35/79/60/50/6/61,82/40/14/50/45/35,42/61/84/40/79/46,43/60/73/81/80/7,50/41/70/85/54/76,71/7/40/6/62/79,63/4/61/27/54/11
389,65,IPPDiscrete,20/57/46/11/67/34,Opt1/Opt2/Opt2/Opt2/Opt1/Opt1,3/11/74/8/46/15,U/E/U/U/E/E,max/max/min/min/max/max,35/79/60/50/6/61,82/40/14/50/45/35,42/61/84/40/79/46,43/60/73/81/80/7,50/41/70/85/54/76,71/7/40/6/62/79,63/4/61/27/54/11
390,65,IPPContinuous,20/57/46/11/67/34,Opt1/Opt2/Opt2/Opt2/Opt1/Opt1,3/11/74/8/46/15,U/E/U/U/E/E,max/max/min/min/max/max,35/79/60/50/6/61,82/40/14/50/45/35,42/61/84/40/79/46,43/60/73/81/80/7,50/41/70/85/54/76,71/7/40/6/62/79,63/4/61/27/54/11
391,66,ScatterPlot,43/65/37/77/44/75,Opt1/Opt1/Opt1/Opt1/Opt2/Opt1,70/81/82/52/15/47,U/U/U/U/E/E,max/min/min/min/max/max,70/66/33/27/32/55,80/72/1/70/48/45,82/15/3/70/66/54,40/3/33/4/72/27,20/63/54/27/4/16,4/32/26/13/54/14,55/64/27/80/40/14
392,66,ScatterPlotColored,43/65/37/77/44/75,Opt1/Opt1/Opt1/Opt1/Opt2/Opt1,70/81/82/52/15/47,U/U/U/U/E/E,max/min/min/min/max/max,70/66/33/27/32/55,80/72/1/70/48/45,82/15/3/70/66/54,40/3/33/4/72/27,20/63/54/27/4/16,4/32/26/13/54/14,55/64/27/80/40/14
393,66,HeatMapDiscrete,43/65/37/77/44/75,Opt1/Opt1/Opt1/Opt1/Opt2/Opt1,70/81/82/52/15/47,U/U/U/U/E/E,max/min/min/min/max/max,70/66/33/27/32/55,80/72/1/70/48/45,82/15/3/70/66/54,40/3/33/4/72/27,20/63/54/27/4/16,4/32/26/13/54/14,55/64/27/80/40/14
394,66,HeatMapContinuous,43/65/37/77/44/75,Opt1/Opt1/Opt1/Opt1/Opt2/Opt1,70/81/82/52/15/47,U/U/U/U/E/E,max/min/min/min/max/max,70/66/33/27/32/55,80/72/1/70/48/45,82/15/3/70/66/54,40/3/33/4/72/27,20/63/54/27/4/16,4/32/26/13/54/14,55/64/27/80/40/14
