Sex,Length,Diameter,Height,Whole_Weight,Shucked_Weight,Viscera_Weight,Shell_Weight,Rings,Scaled_Length,Scaled_Diameter,Scaled_Height,Scaled_Whole_Weight,Scaled_Shucked_Weight,Scaled_Viscera_Weight,Scaled_Shell_Weight,Scaled_Rings,Radius
M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,590,470,180,1123.5,420.5,280.5,360,130,1
F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12,595,455,155,1060.5,513.5,216.5,300,120,1
F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15,575,460,185,1094,448.5,217,345,150,1
M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15,600,495,165,1241.5,485,277.5,340,150,1
M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15,560,450,175,1011,383.5,206.5,370,150,1
M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19,560,450,185,1070,380.5,175,410,190,1
M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10,545,460,160,897.5,341,165.5,345,100,1
F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15,635,505,170,1415,605,297,365,150,1
F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13,590,475,160,1101.5,477.5,255.5,295,130,1
F,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11,540,475,155,928,394,194,260,110,1
F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12,570,440,125,865,367.5,172.5,270,120,1
M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11,530,420,165,894.5,319,239,245,110,1
I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4,245,195,60,95,44.5,24.5,26,40,1
M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6,270,200,80,120.5,46.5,28,40,60,1
F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,460,380,130,639,300,152.5,160,110,1
M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14,520,450,150,895,361.5,186,235,140,1
M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8,350,275,110,292.5,122.5,63.5,90.5,80,1
M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,470,390,150,635.5,218.5,88.5,255,90,1
F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13,450,360,125,499.5,203.5,100,170,130,1
F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22,640,525,215,1779,453.5,285.5,550,220,1
M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16,590,500,200,1187,412,270.5,370,160,1
M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14,620,485,205,1219,387.5,250.5,385,140,1
M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15,630,505,225,1525,560,333.5,450,150,1
M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13,630,515,155,1259,410.5,197,410,130,1
M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22,655,540,215,1844,742.5,327,585,220,1
F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12,660,530,185,1348.5,493,245,490,120,1
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18,610,500,240,1642,532,334.5,690,180,1
M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20,635,525,205,1484,550,311.5,430,200,1
F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11,515,425,135,712,266.5,160.5,250,110,1
F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15,535,415,185,841.5,314,158.5,300,150,1
I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,360,285,105,241.5,91.5,57,75,70,1
F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9,455,355,120,449.5,177,104,150,90,1
M,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,485,395,140,629.5,228.5,127,225,140,1
M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14,515,380,175,956.5,325,158,310,140,1
F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10,535,415,170,879,295,196.5,285,100,1
M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10,530,435,155,699,288,159.5,205,100,1
F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17,495,400,155,644.5,242,132.5,205,170,1
M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9,440,355,125,477.5,132,81.5,190,90,1
F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,535,435,160,810.5,315.5,179.5,240,100,1
M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17,540,435,180,996,383.5,226,325,170,1
F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,565,505,210,1276.5,501,279,355,120,1
M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15,610,475,165,1116,428,220.5,315,150,1
F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19,565,455,175,1013,342,207,350,190,1
M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26,600,495,195,1057.5,384,190,375,260,1
I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6,295,215,85,128,49,34,40,60,1
I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6,275,205,75,110.5,45,28.5,35,60,1
I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,280,210,85,106.5,39,29.5,30,40,1
M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11,490,395,140,549,221.5,127.5,150,110,1
M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,370,280,105,234,90.5,58.5,75,90,1
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,405,305,95,348.5,145.5,89.5,100,90,1
F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,540,435,175,892,322,174,335,130,1
M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8,370,280,100,252,106.5,59.5,74,80,1
M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6,360,270,100,217,88.5,49.5,71.5,60,1
F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10,470,360,130,472,182,114,150,100,1
I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4,200,145,60,37,12.5,9.5,11,40,1
I,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3,165,120,30,21.5,7,5,5,30,1
M,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13,645,515,240,1541.5,471,369,535,130,1
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14,550,410,125,760.5,250.5,163.5,195,140,1
M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10,570,435,145,905.5,392.5,235.5,275,100,1
F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21,630,485,190,1243.5,463.5,305.5,390,210,1
M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14,560,440,140,971,443,204.5,265,140,1
M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19,595,455,195,1330.5,459.5,323.5,345,190,1
F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23,620,470,200,1225.5,381,270,435,230,1
M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23,630,485,175,1300,433.5,294.5,460,230,1
I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8,450,355,110,458.5,194,67,140,80,1
F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,635,535,190,1242,576,247.5,390,140,1
M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10,450,350,100,367.5,146.5,101.5,120,100,1
F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18,580,455,155,836.5,315,138.5,320,180,1
I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6,330,255,95,172,66,25.5,60,60,1
I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5,265,210,60,96.5,42.5,22,30,50,1
I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,190,145,40,38,16.5,6.5,15,40,1
M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11,385,310,100,284.5,106.5,75,100,110,1
I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5,265,205,70,105.5,39,41,35,50,1
M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7,335,265,105,222,93.5,56,75,70,1
I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7,355,275,90,251,97,53,80,70,1
I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7,320,255,100,175.5,73,41.5,65,70,1
M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12,510,400,130,643.5,270,166.5,205,120,1
M,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8,360,295,105,241,86.5,53,95,80,1
I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8,360,280,90,225.5,88.5,40,90,80,1
M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12,500,380,155,595.5,213.5,161,200,120,1
F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,400,325,120,318.5,134,56.5,95,80,1
I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5,300,220,80,121,47.5,42,35,50,1
I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,235,175,40,70.5,33.5,15,20,50,1
F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16,740,600,195,1974,598,408.5,710,160,1
M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11,620,465,190,1341.5,570.5,317.5,355,110,1
M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14,600,475,190,1087.5,403,265.5,325,140,1
M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16,590,450,185,1283,473,276,425,160,1
M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13,620,475,185,1325,604.5,325,330,130,1
F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,565,450,195,1003.5,406,250.5,285,150,1
M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14,575,455,145,1165,581,227.5,300,140,1
F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14,620,510,205,1347.5,477.5,256.5,480,140,1
M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12,620,465,185,1274,579,306.5,320,120,1
F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12,505,375,180,568,232.5,149.5,170,120,1
F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8,460,425,155,746,300.5,152,240,80,1
M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13,490,390,140,707,279.5,218.5,180,130,1
F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9,525,420,160,756,274.5,173,275,90,1
I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6,340,260,80,200,80,55.5,55,60,1
I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8,375,305,115,271.5,92,74,90,80,1
M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14,610,480,150,1200,560,245.5,280,140,1
F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8,610,495,185,1153,536,290.5,245,80,1
F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22,585,450,170,868.5,332.5,163.5,270,220,1
M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12,570,460,140,953.5,446.5,206.5,245,120,1
M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,580,455,170,930,408,259,220,90,1
M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16,635,515,170,1275,509,286,340,160,1
M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,700,580,205,2130,741.5,490,580,200,1
M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13,675,525,185,1587,693.5,336,395,130,1
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18,645,525,190,1808.5,703.5,388.5,395,180,1
M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17,745,585,215,2499,926.5,472,700,170,1
F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16,685,545,180,1768,749.5,392,485,160,1
M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18,605,490,180,1227,480,287,350,180,1
F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12,590,465,150,997,392,246,340,120,1
F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20,650,525,175,1422.5,610,299.5,445,200,1
F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16,600,480,150,1029,408.5,270.5,295,160,1
F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12,620,500,175,1186,498.5,301.5,350,120,1
M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19,630,515,160,1016,421.5,244,355,190,1
M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11,580,465,145,887,440.5,165.5,265,110,1
F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10,580,455,120,1073.5,479,273.5,265,100,1
M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12,630,490,180,1130,458,276.5,315,120,1
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17,690,560,215,1719,680,299,470,170,1
F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16,650,545,165,1566,664.5,345.5,415,160,1
F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16,660,565,195,1760.5,692,326.5,500,160,1
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,680,580,200,1787,585,453,600,190,1
F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14,700,575,170,1310,509.5,314,420,140,1
M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13,685,520,150,1343,463.5,292,400,130,1
F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20,675,545,195,1734.5,684.5,369.5,605,200,1
M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11,630,490,190,1177.5,493.5,336.5,285,110,1
F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10,585,450,160,1077,499.5,287.5,250,100,1
M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15,565,465,175,995,389.5,183,370,150,1
F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12,610,495,185,1108.5,370.5,313.5,330,120,1
M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15,605,470,180,1140.5,375.5,280.5,385,150,1
M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10,535,420,145,791,330,189,250,100,1
M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,10,485,400,135,663,313,137,200,100,1
M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12,470,375,120,556.5,226,122,195,120,1
M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10,545,425,135,844.5,373,210,235,100,1
F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9,455,370,105,492.5,216,124.5,135,90,1
M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12,540,420,155,738.5,351.5,152,215,120,1
M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,460,380,135,482,207,122.5,145,100,1
M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14,490,420,125,609,239,143.5,220,140,1
I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9,465,375,120,471,222,119,140,90,1
I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,415,325,100,321.5,153.5,59.5,105,100,1
M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10,475,375,125,593,277,115,180,100,1
F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,470,375,125,561.5,252,137,180,100,1
I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,365,295,95,250,107.5,54.5,80,90,1
I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,345,275,95,199.5,75.5,53.5,70,60,1
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,390,310,100,302,116,64,115,110,1
F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10,500,395,140,715.5,316.5,176,240,100,1
M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8,470,380,145,586.5,238.5,144,185,80,1
M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,535,440,150,676.5,256,139,260,120,1
M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,585,455,150,987,435.5,207.5,310,110,1
F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9,485,365,120,588.5,270,131,175,90,1
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,515,455,135,722.5,295,162.5,235,90,1
F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7,435,325,110,433.5,178,98.5,155,70,1
F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,515,415,140,693.5,311.5,152,200,100,1
I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7,440,345,120,365,165.5,83,110,70,1
F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12,525,440,150,842.5,368.5,198.5,240,120,1
M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,450,355,115,479,212.5,104.5,150,80,1
M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16,590,485,120,911,390,182,290,160,1
M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,555,450,145,915,400,246,285,110,1
M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8,570,440,95,827,339.5,221.5,235,80,1
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,590,500,165,1104.5,456.5,242.5,340,150,1
M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,585,475,120,945,410,211.5,280,140,1
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11,580,460,120,993.5,462.5,238.5,280,110,1
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,545,440,120,856.5,347.5,171.5,240,120,1
F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14,605,495,170,1238.5,528,246.5,390,140,1
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,620,470,140,1032.5,360.5,224,360,150,1
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20,630,500,170,1313.5,559.5,267,400,200,1
M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20,630,515,165,1352,488,349,450,200,1
F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16,630,500,155,1005,367,199,360,160,1
M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,545,410,140,625,223,160,235,130,1
F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14,670,540,165,1501.5,518,358,505,140,1
I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11,490,380,120,529,216.5,139,155,110,1
F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13,490,390,135,578.5,246.5,123,200,130,1
I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8,290,225,70,101,36,23.5,35,80,1
I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6,260,200,70,92,37,20,30,60,1
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13,580,450,175,1068,425,203,320,130,1
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18,610,485,165,1091.5,393.5,243.5,330,180,1
M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19,600,500,160,1015,399.5,173.5,330,190,1
F,0.56,0.455,0.125,0.943,0.344,0.129,0.375,21,560,455,125,943,344,129,375,210,1
F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18,575,450,170,1047.5,377.5,170.5,385,180,1
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18,570,450,175,955.5,380,166.5,295,180,1
M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20,600,470,155,1036,437.5,196,325,200,1
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18,565,455,170,906.5,342,156,320,180,1
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22,545,420,140,750.5,247.5,130,255,220,1
I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,440,345,100,366,122,90.5,120,130,1
M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11,500,410,150,662,281.5,137,220,110,1
I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7,360,275,95,217,84,43.5,90,70,1
I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14,385,305,95,252,91.5,55,90,140,1
M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9,390,300,90,305.5,143,64.5,85,90,1
M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13,500,415,165,688.5,249,138,250,130,1
I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10,360,275,110,233.5,95,52.5,85,100,1
I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8,335,260,100,192,78.5,58.5,70,80,1
F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19,505,425,140,850,275,162.5,285,190,1
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10,395,295,100,271.5,134,32.5,85,100,1
F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10,410,325,105,363.5,159,77,120,100,1
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9,560,455,190,714,283,129,275,90,1
M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13,565,435,185,981.5,329,136,390,130,1
M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16,565,455,185,926.5,354,157.5,375,160,1
M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12,605,500,175,1098,476.5,232,375,120,1
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18,565,455,150,820.5,365,159,260,180,1
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16,725,565,215,1891,697.5,472.5,580,160,1
F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16,675,535,160,1410,592,317.5,420,160,1
F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17,665,555,195,1438.5,581,354,360,170,1
F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11,565,490,155,924.5,405,219.5,255,110,1
F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14,645,550,175,1291.5,570,304.5,330,140,1
M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11,575,470,140,837.5,348.5,173.5,240,110,1
F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15,640,540,175,1221,510,259,390,150,1
I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9,360,280,105,199,69.5,45,80,90,1
I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10,415,310,110,296.5,123,57,99.5,100,1
F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,525,410,135,708.5,293,152.5,235,110,1
M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11,380,285,100,266.5,115,61,75,110,1
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12,585,465,170,991.5,386.5,224,265,120,1
I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6,240,185,70,71.5,26,18,25,60,1
I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5,220,165,55,54.5,21.5,12,20,50,1
I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6,255,195,70,73.5,25.5,20,25,60,1
I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5,175,125,50,23.5,8,3.5,8,50,1
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12,670,550,190,1390.5,542.5,303.5,400,120,1
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13,655,530,195,1388,567,273.5,410,130,1
F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17,680,550,210,1744.5,597.5,305,625,170,1
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21,675,555,200,1438.5,545,266.5,465,210,1
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9,530,440,135,783.5,313,171.5,218.5,90,1
F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10,515,405,120,646,289.5,140.5,177,100,1
I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9,430,340,120,357.5,151,64.5,104.5,90,1
F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11,520,405,120,627,264.5,141.5,181,110,1
F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10,545,415,160,771.5,272,145.5,276.5,100,1
M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17,530,415,175,739.5,261,139.5,264.5,170,1
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9,465,350,115,421,156.5,91,134.5,90,1
M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17,665,540,175,1347,495.5,254,415,170,1
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21,735,590,225,1756,637,340.5,580,210,1
M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16,660,545,185,1320,530.5,263.5,455,160,1
F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29,700,585,185,1807.5,705.5,321.5,475,290,1
M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17,575,400,155,932.5,360.5,244.5,300,170,1
M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15,570,465,125,849,378.5,176.5,240,150,1
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19,580,460,150,995.5,429,212,260,190,1
M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12,630,480,145,1011.5,423.5,237,305,120,1
F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13,585,465,140,908,381,161.5,315,130,1
M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11,550,450,130,920,378,238.5,290,110,1
F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15,625,515,150,1241.5,523.5,306.5,360,150,1
M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,540,420,135,807.5,348.5,179.5,235,110,1
F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14,570,455,165,1059.5,440,219.5,285,140,1
M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14,590,455,145,1073,475,190,285,140,1
M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13,580,460,130,921,357,181,290,130,1
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11,655,510,155,1289.5,534.5,285.5,410,110,1
M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15,655,530,175,1263.5,486,263.5,415,150,1
M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17,625,500,195,1369,587.5,218.5,370,170,1
F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15,625,500,150,953,344.5,223.5,305,150,1
F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12,640,520,175,1248,424.5,259.5,480,120,1
F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19,605,485,165,1010.5,435,209,300,190,1
F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11,615,525,155,1038.5,427,231.5,345,110,1
M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10,555,450,175,874,327.5,202,305,100,1
F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12,580,440,180,854,366.5,163.5,245,120,1
F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23,620,520,225,1183.5,378,270,395,230,1
