FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,Radius,Scaled_FixedAcidity,Scaled_VolatileAcidity,Scaled_CitricAcid,Scaled_ResidualSugar,Scaled_Chlorides,Scaled_FreeSulfurDioxide,Scaled_TotalSulfurDioxide,Scaled_Density,Scaled_pH,Scaled_Sulphates,Scaled_Alcohol,Scaled_Quality
6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4,1,650,280,280,850,470,540,2100,996.2,309,54,890,400
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,1,660,280,280,850,520,550,2110,996.2,309,55,890,600
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,1,680,280,400,2200,480,480,1670,1001,293,50,870,500
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,1,680,280,360,800,450,280,1230,992.8,302,37,1140,600
6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5,1,660,150,340,510,550,340,1250,994.2,336,42,960,500
6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5,1,640,290,440,360,2000,750,1810,994.2,302,41,910,500
6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,6,1,640,300,450,350,1970,760,1800,994.2,302,39,910,600
6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,5,1,640,290,440,360,1970,750,1830,994.2,301,38,910,500
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,1,680,260,240,780,520,540,2140,996.1,313,47,890,500
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,1,710,320,240,1310,500,520,2040,998,310,49,880,500
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,1,680,260,240,780,520,540,2140,996.1,313,47,890,500
6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,5,1,680,270,260,1610,490,550,1960,998.4,315,50,930,500
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,1,710,320,240,1310,500,520,2040,998,310,49,880,500
6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5,1,690,540,320,1320,500,530,2360,997.3,320,50,960,500
6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6,1,680,260,340,1390,340,390,1340,994.9,333,53,1200,600
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,1,580,280,350,230,530,360,1140,992.4,328,50,1020,400
6.4,0.21,0.5,11.6,0.042,45,153,0.9972,3.15,0.43,8.8,5,1,640,210,500,1160,420,450,1530,997.2,315,43,880,500
7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,1,700,160,320,830,450,380,1260,995.8,321,34,920,500
10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,4,1,1020,440,880,620,490,200,1240,996.8,299,51,990,400
6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,5,1,680,570,290,220,400,150,770,993.8,332,74,1020,500
6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6,1,610,400,310,90,480,230,1700,993,322,77,950,600
5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5,1,560,245,250,970,320,120,680,994,331,34,1050,500
6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,1,680,180,380,140,380,350,1110,991.8,332,59,1120,700
7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,1,700,160,320,830,450,380,1260,995.8,321,34,920,500
6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6,1,670,130,290,530,510,310,1220,994.4,344,37,970,600
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,1,620,250,250,140,300,350,1050,991.2,330,44,1110,700
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,1,580,260,240,920,440,550,1520,996.1,331,38,940,500
7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,1,750,270,360,700,360,450,1640,993.9,303,33,1100,500
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,1,580,260,240,920,440,550,1520,996.1,331,38,940,500
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,1,570,280,240,1750,440,600,1670,998.9,331,44,940,500
7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5,1,750,230,360,700,360,430,1610,993.8,304,32,1100,500
7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,1,750,270,360,700,360,450,1640,993.9,303,33,1100,500
7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6,1,720,685,210,950,700,330,1720,997.1,300,55,910,600
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,1,620,250,250,140,300,350,1050,991.2,330,44,1110,700
6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6,1,650,190,300,80,430,330,1440,993.6,342,39,910,600
6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6,1,630,495,220,180,460,310,1400,992.9,339,54,1040,600
7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,1,710,240,410,1780,460,390,1450,999.8,332,39,870,500
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,1,640,170,320,240,480,410,2000,993.8,350,50,970,600
7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6,1,710,250,320,1030,410,660,2720,996.9,317,52,910,600
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,1,640,170,320,240,480,410,2000,993.8,350,50,970,600
7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,1,710,240,410,1780,460,390,1450,999.8,332,39,870,500
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,1,680,640,80,970,620,260,1420,997.2,337,46,890,400
8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,1,830,280,400,780,410,380,1940,997.6,334,51,960,600
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,1,820,270,390,780,390,490,2080,997.6,331,51,950,600
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1,720,230,380,1430,580,550,1940,997.9,309,44,900,600
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1,720,230,380,1430,580,550,1940,997.9,309,44,900,600
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1,720,230,380,1430,580,550,1940,997.9,309,44,900,600
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1,720,230,380,1430,580,550,1940,997.9,309,44,900,600
6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6,1,680,520,320,1320,440,540,2210,997.2,327,50,960,600
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,1,700,260,590,140,370,400,1200,991.8,334,41,1110,700
6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6,1,620,250,210,1555,390,280,1590,998.2,348,64,960,600
7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,5,1,730,320,230,1370,500,490,1970,998.5,320,46,870,500
7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,5,1,770,310,260,780,310,230,900,994.4,313,50,1040,500
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,1,710,210,370,240,260,230,1000,990.3,315,38,1140,700
6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,1,680,240,340,270,470,645,2185,993.4,330,58,970,600
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,1,690,400,560,1120,430,400,1420,997.5,314,46,870,500
6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,6,1,610,180,360,200,380,200,2495,992.3,337,79,1130,600
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,1,680,210,270,210,300,260,1390,990,316,61,1260,700
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,1,580,200,270,140,310,120,770,990.5,325,36,1090,700
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,1,560,190,260,140,300,120,760,990.5,325,37,1090,700
6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,5,1,610,410,140,1040,370,180,1190,996,338,45,1000,500
5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,4,1,590,210,280,460,530,400,1990,996.4,372,70,1000,400
8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,3,1,850,260,210,1620,740,410,1970,998,302,50,980,300
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,1,690,400,560,1120,430,400,1420,997.5,314,46,870,500
5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,1,580,240,440,350,290,50,1090,991.3,353,43,1170,300
5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6,1,580,240,390,150,540,370,1580,993.2,321,52,930,600
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,1,670,260,390,110,400,450,1470,993.5,332,58,960,800
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,1,630,350,300,570,350,80,970,992.7,327,41,1100,700
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,1,630,350,300,570,350,80,970,992.7,327,41,1100,700
6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,6,1,640,230,390,180,320,230,1180,991.2,332,50,1180,600
5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4,1,580,360,380,90,370,30,750,990.4,328,34,1140,400
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6,1,690,115,350,540,480,360,1080,993.9,332,42,1020,600
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,1,690,290,400,1945,430,360,1560,999.6,293,47,890,500
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,1,690,280,400,820,360,150,950,994.4,317,33,1020,500
7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6,1,720,290,400,1360,450,660,2310,997.7,308,59,960,600
6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6,1,620,240,350,120,380,220,1670,991.2,310,48,1060,600
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,1,690,290,400,1945,430,360,1560,999.6,293,47,890,500
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,1,690,320,260,830,530,320,1800,996.5,325,51,920,600
5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5,1,530,580,70,690,430,340,1490,994.4,334,57,970,500
5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6,1,530,585,70,710,440,340,1450,994.5,334,57,970,600
5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,1,540,590,70,700,450,360,1470,994.4,334,57,970,600
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,1,690,320,260,830,530,320,1800,996.5,325,51,920,600
5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,5,1,520,600,70,700,440,330,1470,994.4,333,58,970,500
5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5,1,580,250,260,1310,510,440,1480,997.2,329,38,930,500
6.6,0.58,0.3,5.1,0.057,30,123,0.9949,3.24,0.38,9,5,1,660,580,300,510,570,300,1230,994.9,324,38,900,500
7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,1,700,290,540,1070,460,590,2340,996.6,305,61,950,500
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,1,660,190,410,890,460,510,1690,995.4,314,57,980,600
6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6,1,670,200,410,910,440,500,1660,995.4,314,58,980,600
7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5,1,770,260,400,110,420,90,600,991.5,289,50,1060,500
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,4,1,680,320,340,120,440,140,670,991.9,305,47,1060,400
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,1,700,300,490,470,360,170,1050,991.6,326,68,1240,700
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,1,700,240,360,280,340,220,1120,990,319,38,1260,800
6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8,1,610,310,580,500,390,360,1140,990.9,330,60,1230,800
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,1,680,440,370,510,470,460,2010,993.8,308,65,1050,400
6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,5,1,670,340,300,1560,540,510,1960,998.2,319,49,930,500
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5,1,710,350,240,1540,550,460,1980,998.8,312,49,880,500
7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,1,730,320,250,720,560,470,1800,996.1,308,47,880,500
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6,1,650,280,330,1570,530,510,1900,997.8,322,51,970,600
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,1,720,230,390,1420,580,490,1920,997.9,298,48,900,700
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,1,720,230,390,1420,580,490,1920,997.9,298,48,900,700
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,1,720,230,390,1420,580,490,1920,997.9,298,48,900,700
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,1,720,230,390,1420,580,490,1920,997.9,298,48,900,700
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,1,590,150,310,580,410,530,1550,994.5,352,46,1050,600
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5,1,740,280,420,1980,660,530,1950,1000,296,44,910,500
6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7,1,620,280,220,730,410,260,1570,995.7,344,64,980,700
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3,1,910,590,380,160,660,340,1820,996.8,323,38,850,300
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6,1,630,330,270,120,460,340,1750,993.4,337,54,940,600
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,1,830,390,700,1060,450,330,1690,997.6,309,57,940,500
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7,1,720,190,460,380,410,820,1870,993.2,319,60,1120,700
7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,1,750,170,440,1130,460,650,1460,997,317,45,1000,600
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,1,670,170,500,210,430,270,1220,992.3,315,45,1030,600
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,1,610,410,0,160,630,360,870,991.4,327,67,1080,600
8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6,1,830,200,350,90,500,120,740,992,313,38,1050,600
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,1,610,410,0,160,630,360,870,991.4,327,67,1080,600
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,1,600,290,210,130,550,420,1680,991.4,332,43,1110,600
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,1,730,410,240,680,570,410,1630,994.9,320,41,990,600
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,1,730,410,240,680,570,410,1630,994.9,320,41,990,600
7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5,1,720,430,240,670,580,400,1630,995,320,41,990,500
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,1,730,400,240,670,580,410,1660,995,320,41,990,600
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7,1,620,330,270,490,360,300,1340,992.7,320,42,1040,700
6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6,1,620,310,260,480,370,360,1480,992.8,321,41,1040,600
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,1,610,360,270,210,350,160,1000,991.7,340,71,1150,700
5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8,1,500,550,140,830,320,350,1640,991.8,353,51,1250,800
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,1,780,250,410,370,420,370,1490,995.4,336,45,1000,600
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,1,570,360,210,670,380,510,1660,994.1,329,63,1000,600
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5,1,580,340,210,660,400,500,1670,994.1,329,62,1000,500
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,1,680,280,600,110,1320,420,1270,993.4,309,44,910,600
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,1,680,250,340,470,310,340,1340,992.7,321,38,1060,600
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,1,660,240,350,770,310,360,1350,993.8,319,37,1050,500
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,1,590,300,470,785,300,190,1330,993.3,352,43,1150,700
6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6,1,610,125,250,330,400,100,690,993.4,354,59,1010,600
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,1,600,100,240,110,410,150,650,992.7,361,61,1030,700
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,1,660,240,350,770,310,360,1350,993.8,319,37,1050,500
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,1,680,250,340,470,310,340,1340,992.7,321,38,1060,600
6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6,1,680,280,440,930,310,350,1370,994.6,316,36,1040,600
8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5,1,830,410,510,200,460,110,2070,993,302,55,1140,500
7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5,1,750,270,310,580,570,1310,3130,994.6,318,59,1050,500
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,1,790,260,410,1515,400,380,2160,997.6,296,60,1000,600
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,1,640,340,230,630,390,370,1430,994.4,319,65,1000,600
6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6,1,650,280,350,1540,420,550,1950,997.8,323,50,960,600
7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,1,720,210,410,130,360,330,850,992,317,51,1040,500
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,1,640,320,350,480,300,340,1010,991.2,336,60,1250,800
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,1,680,240,340,460,320,370,1350,992.7,320,39,1060,500
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,1,630,230,300,180,330,160,910,990.6,328,40,1180,600
6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,1,650,280,340,990,380,300,1330,995.4,311,44,980,500
5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5,1,560,260,260,570,310,120,800,992.3,325,38,1080,500
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,1,630,230,300,180,330,160,910,990.6,328,40,1180,600
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,1,630,230,330,150,360,150,1050,991,332,42,1120,600
5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,1,580,270,270,1230,450,550,1700,997.2,328,42,930,600
5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5,1,590,260,400,130,470,120,1390,994.5,345,53,1040,500
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,1,660,180,350,150,490,490,1410,993.4,343,85,1020,700
7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7,1,740,200,430,780,450,270,1530,996.4,319,55,900,700
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,1,800,240,360,150,470,170,1290,994.8,320,54,1000,600
6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6,1,640,260,420,970,440,300,1400,996.2,318,47,910,600
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5,1,540,310,470,300,530,460,1440,993.1,329,76,1000,500
5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,1,540,290,470,300,520,470,1450,993,329,75,1000,600
7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,1,710,145,330,460,500,330,1310,994.2,328,40,960,600
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,1,560,340,100,130,310,200,680,990.6,336,51,1120,700
6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,1,670,190,410,1560,560,750,1550,999.5,320,44,880,600
7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,1,780,180,460,1360,520,380,1180,998,315,50,1000,600
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,1,760,170,450,1120,540,560,1370,997,315,47,1000,500
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,1,630,120,360,210,440,470,1460,991.4,327,74,1140,700
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,1,730,330,400,685,380,320,1380,992,303,30,1190,700
5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,1,550,335,300,250,710,270,1280,992.4,314,51,960,600
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,1,730,330,400,685,380,320,1380,992,303,30,1190,700
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,1,580,400,420,440,470,385,2450,993.7,325,57,960,600
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,1,730,220,370,1430,630,480,1910,997.8,289,38,900,600
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,1,730,220,370,1430,630,480,1910,997.8,289,38,900,600
6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,1,610,360,330,110,500,240,1690,992.7,315,78,950,600
10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6,1,1000,200,390,140,500,190,1520,994,300,42,1040,600
6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6,1,690,240,340,470,400,430,1610,993.5,320,59,1060,600
6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6,1,640,240,320,1490,470,540,1620,996.8,328,50,1020,600
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,1,710,365,140,120,550,240,840,994.1,315,43,890,500
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,1,680,150,300,530,500,400,1270,994.2,340,39,970,600
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,1,730,220,370,1430,630,480,1910,997.8,289,38,900,600
6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,1,680,160,400,230,370,180,1020,992.3,349,42,1140,700
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,1,600,260,320,350,280,290,1130,991.2,340,71,1230,700
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,1,600,180,270,150,890,400,1430,992.3,349,62,1080,600
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,1,690,330,210,100,530,390,1480,992.7,312,45,940,600
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,1,770,290,480,230,490,360,1780,993.1,317,64,1060,600
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,1,710,390,350,1250,440,260,720,994.1,317,29,1160,500
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,1,690,330,210,100,530,390,1480,992.7,312,45,940,600
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,1,770,290,480,230,490,360,1780,993.1,317,64,1060,600
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5,1,660,905,190,80,480,170,2040,993.4,334,56,1000,500
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,1,720,270,270,240,480,300,1490,993.6,310,51,920,600
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,1,510,330,220,160,270,180,890,989.3,351,38,1250,700
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,1,510,330,220,160,270,180,890,989.3,351,38,1250,700
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,1,640,310,280,150,370,120,1190,991.9,332,51,1040,700
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,1,730,200,440,140,450,210,980,992.4,315,46,1000,700
5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,1,570,320,500,260,490,170,1550,992.7,322,64,1000,600
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,1,640,310,280,150,370,120,1190,991.9,332,51,1040,700
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,1,730,200,440,140,450,210,980,992.4,315,46,1000,700
